year,month,lead1,lead2,lead3,lead4,lead5,lead6,lead7
2015,8,25.143,25.86,25.941,25.699,25.955,25.798,25.32
2015,9,22.783,22.598,23.266,23.477,23.908,23.815,23.438
2015,10,17.053,17.367,17.712,18.064,17.922,17.717,17.931
2015,11,11.425,11.084,11.239,10.953,11.102,11.604,11.909
2015,12,6.4914,6.4073,6.8897,7.0549,6.8222,6.836,6.9551
2016,1,6.6067,6.3404,6.5625,6.4946,6.5357,6.4127,6.2431
2016,2,8.5776,8.8636,8.9199,8.0391,8.2745,7.9586,7.7453
2016,3,11.751,11.115,11.446,11.343,11.071,11.089,10.601
2016,4,15.806,15.934,15.993,15.433,15.217,15.42,15.157
2016,5,21.01,20.801,20.941,20.926,20.455,20.44,20.143
2016,6,25.857,25.367,25.818,25.841,26.172,25.747,25.448
2016,7,27.436,27.007,27.558,27.032,27.484,26.748,27.796
2016,8,25.881,26.088,25.829,26.199,26.391,26.512,26.228
2016,9,23.768,23.78,23.906,24.015,24.469,24.218,24.428
2016,10,18.387,18.443,18.3,18.526,18.405,18.917,18.75
2016,11,12.406,13.237,12.984,13.393,13.042,12.682,12.748
2016,12,8.2142,8.0826,8.4016,8.6024,8.5383,8.5261,8.4091
2017,1,8.2561,8.1191,8.8882,8.5237,7.7193,8.7366,9.1409
2017,2,10,9.9956,10.039,10.477,10.299,9.9989,10.277
2017,3,11.894,12.509,12.394,12.627,13.053,12.702,12.775
2017,4,15.592,16.4,16.579,16.559,17.037,16.914,16.477
2017,5,22.004,21.293,21.299,22.033,21.251,22.071,22.111
2017,6,25.763,25.993,26.282,25.448,26.235,26.16,26.233
2017,7,27.336,27.132,26.804,27.65,26.906,26.883,27.005
2017,8,26.238,26.149,26.347,26.295,26.299,26.267,26.024
2017,9,23.846,24.337,23.921,23.839,23.781,24.113,24.23
2017,10,18.497,18.652,18.52,18.436,18.538,18.348,18.338
2017,11,12.124,12.756,13.004,12.63,12.438,12.074,11.974
2017,12,8.4836,8.5144,8.511,8.1844,7.7188,7.9793,8.1685
2018,1,8.422,8.713,8.0156,8.0539,8.2021,8.1898,8.3078
2018,2,10.26,10.167,10.221,10.593,10.835,10.507,10.027
2018,3,12.736,13.322,13.232,13.131,13.125,13.414,12.523
2018,4,17.094,16.982,17.716,17.245,16.996,17.161,16.962
2018,5,NaN,22.092,21.969,22.387,22.438,21.761,22.423
2018,6,NaN,NaN,26.772,26.687,27.294,26.573,26.36
2018,7,NaN,NaN,NaN,27.334,26.798,27.548,27
2018,8,NaN,NaN,NaN,NaN,26.085,26.048,26.054
2018,9,NaN,NaN,NaN,NaN,NaN,23.951,24.134
2018,10,NaN,NaN,NaN,NaN,NaN,NaN,18.095
2018,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN
