year,month,lead1,lead2,lead3,lead4,lead5,lead6,lead7
2015,7,98.681,74.753,91.686,98.423,76.701,101,89.514
2015,8,76.918,66.489,67.751,70.757,67.277,58.326,63.074
2015,9,68.096,70.598,62.291,47.226,40.135,36.198,34.407
2015,10,52.588,78.764,76.122,89.256,80.827,76.882,87.995
2015,11,42.254,43.601,42.707,51.876,48.073,44.489,30.092
2015,12,44.785,52.968,22.059,88.519,54.732,58.238,45.693
2016,1,34.073,42.621,51.174,34.796,49.411,48.285,39.715
2016,2,25.158,33.939,29.942,28.486,27.374,36.754,34.923
2016,3,18.163,24.129,25.889,26.383,23.691,25.254,24.019
2016,4,15.494,17.2,13.74,16.665,19.169,13.84,15.651
2016,5,16.493,23.16,9.7748,14.171,12.202,11.066,10.276
2016,6,14.998,14.717,25.636,17.957,26.892,19.631,26.767
2016,7,63.131,65.241,45.078,88.183,62.468,93.103,65.905
2016,8,72.746,62.065,63.307,62.162,58.781,54.692,67.57
2016,9,50.068,49.559,35.611,42.854,29.093,40.899,33.76
2016,10,16.555,28.464,30.325,27.446,22.386,25.215,38.089
2016,11,15.583,16.918,13.81,24.402,15.366,8.1166,10.56
2016,12,7.6987,9.6324,24.314,22.77,15.937,14.934,21.444
2017,1,13.913,20.654,12.403,27.296,17.446,17.126,18.171
2017,2,22.715,16.62,16.697,9.897,16.452,16.978,13.19
2017,3,7.2277,10.996,11.233,6.0871,8.2921,10.637,7.1608
2017,4,5.5629,1.7224,3.65,2.0181,4.4091,3.6339,7.8874
2017,5,5.5966,9.5325,4.1894,4.4795,5.6649,3.8009,5.1198
2017,6,11.373,13.276,12.114,13.738,23.037,15.88,14.608
2017,7,58.372,66.406,71.803,54.13,69.124,88.829,86.379
2017,8,59.456,60.213,56.15,60.198,61.565,51.615,57.955
2017,9,38.761,28.51,32.062,41.233,56.943,34.386,19.089
2017,10,17.961,19.942,17.669,15.513,30.563,49.987,23.063
2017,11,9.5043,7.3587,14.411,19.713,20.242,20.427,34.791
2017,12,12.346,14.764,14.72,27.033,28.805,25.551,43.651
2018,1,14.896,17.718,23.256,18.634,16.453,30.586,18.658
2018,2,14.096,8.0349,17.412,15.669,5.1284,21.414,16.672
2018,3,7.0829,9.0932,6.0031,9.5981,6.6481,12.195,10.817
2018,4,3.1426,1.4284,1.3906,4.0946,3.4405,4.3489,3.2285
2018,5,NaN,5.6835,3.4226,3.2785,4.6336,4.7641,9.3468
2018,6,NaN,NaN,13.776,12.288,11.15,18.626,6.3248
2018,7,NaN,NaN,NaN,69.576,78.144,68.795,72.12
2018,8,NaN,NaN,NaN,NaN,61.237,58.315,55.241
2018,9,NaN,NaN,NaN,NaN,NaN,45.035,37.951
2018,10,NaN,NaN,NaN,NaN,NaN,NaN,47.982
2018,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN
